time_seconds,voltage_mV
7.0440,-0.016039
7.0460,0.012045
7.0480,0.019115
7.0500,-0.026113
7.0520,-0.006482
7.0540,0.003798
7.0560,0.030438
7.0580,0.017085
7.0600,-0.036717
7.0620,-0.026315
7.0640,0.032255
7.0660,0.086551
7.0680,0.058648
7.0700,0.104851
7.0720,0.098199
7.0740,0.143862
7.0760,0.172904
7.0780,0.153241
7.0800,0.215445
7.0820,0.190907
7.0840,0.238868
7.0860,0.252416
7.0880,0.266075
7.0900,0.303303
7.0920,0.267472
7.0940,0.280501
7.0960,0.313549
7.0980,0.290953
7.1000,0.300495
7.1020,0.266629
7.1040,0.247937
7.1060,0.223145
7.1080,0.175734
7.1100,0.172694
7.1120,0.153066
7.1140,0.106204
7.1160,0.113563
7.1180,0.101342
7.1200,0.050201
7.1220,0.079370
7.1240,-0.010447
7.1260,0.041178
7.1280,0.028112
7.1300,0.013850
7.1320,-0.031562
7.1340,-0.018920
7.1360,-0.000671
7.1380,-0.033950
7.1400,0.021657
7.1420,-0.011915
7.1440,-0.027942
7.1460,-0.019338
7.1480,0.005031
7.1500,0.024365
7.1520,0.003247
7.1540,0.014581
7.1560,-0.005792
7.1580,-0.020629
7.1600,-0.012722
7.1620,-0.016655
7.1640,-0.044491
7.1660,0.018108
7.1680,0.011508
7.1700,-0.014991
7.1720,0.002143
7.1740,0.018511
7.1760,-0.001865
7.1780,-0.032956
7.1800,-0.001176
7.1820,-0.006418
7.1840,0.007796
7.1860,-0.000134
7.1880,0.029389
7.1900,0.028851
7.1920,0.010676
7.1940,-0.006039
7.1960,-0.020644
7.1980,-0.015791
7.2000,0.027040
7.2020,0.023083
7.2040,0.028844
7.2060,0.006820
7.2080,0.009049
7.2100,0.025500
7.2120,-0.008931
7.2140,0.029402
7.2160,-0.047124
7.2180,-0.043886
7.2200,0.010254
7.2220,-0.007701
7.2240,0.002002
7.2260,0.052565
7.2280,0.004881
7.2300,-0.014796
7.2320,-0.015176
7.2340,0.000613
7.2360,0.003762
7.2380,0.006178
7.2400,0.024983
7.2420,-0.011646
7.2440,0.005554
7.2460,0.023689
7.2480,-0.036821
7.2500,-0.010242
7.2520,0.019899
7.2540,0.038331
7.2560,0.014466
7.2580,0.000441
7.2600,0.003842
7.2620,-0.015026
7.2640,-0.016135
7.2660,-0.013220
7.2680,0.031031
7.2700,0.007019
7.2720,0.014485
7.2740,0.008865
7.2760,-0.011015
7.2780,0.011963
7.2800,0.006625
7.2820,0.017410
7.2840,0.014729
7.2860,0.006565
7.2880,0.000279
7.2900,-0.005223
7.2920,0.003854
7.2940,-0.018111
7.2960,0.000397
7.2980,-0.000248
7.3000,-0.017529
7.3020,-0.009712
7.3040,-0.000623
7.3060,-0.008263
7.3080,0.000104
7.3100,-0.011324
7.3120,-0.028653
7.3140,-0.015210
7.3160,-0.011572
7.3180,-0.008238
7.3200,-0.008991
7.3220,-0.024454
7.3240,0.017535
7.3260,0.004289
7.3280,0.016294
7.3300,-0.000393
7.3320,-0.009718
7.3340,-0.002449
7.3360,-0.026833
7.3380,-0.027422
7.3400,-0.007612
7.3420,0.012885
7.3440,-0.036442
7.3460,0.025700
7.3480,-0.010991
7.3500,-0.008506
7.3520,-0.036079
7.3540,0.003993
7.3560,0.007272
7.3580,0.002552
7.3600,0.030966
7.3620,0.011087
7.3640,0.001276
7.3660,-0.009126
7.3680,0.000885
7.3700,0.014577
7.3720,-0.017894
7.3740,0.012926
7.3760,0.020765
7.3780,-0.011649
7.3800,-0.017520
7.3820,0.006901
7.3840,-0.018209
7.3860,-0.029609
7.3880,0.008852
7.3900,-0.040210
7.3920,0.043649
7.3940,-0.000309
7.3960,-0.005761
7.3980,0.003361
7.4000,-0.004016
7.4020,0.002022
7.4040,-0.008172
7.4060,-0.042018
7.4080,-0.019768
7.4100,-0.008458
7.4120,-0.025757
7.4140,-0.009341
7.4160,0.051105
7.4180,-0.024808
7.4200,0.020022
7.4220,-0.021856
7.4240,0.034195
7.4260,-0.010722
7.4280,0.001323
7.4300,0.000456
7.4320,0.008969
7.4340,-0.015800
7.4360,0.027970
7.4380,-0.030341
7.4400,-0.039355
7.4420,-0.003798
7.4440,0.012522
7.4460,0.012769
7.4480,0.036848
7.4500,-0.015687
7.4520,0.014307
7.4540,0.022385
7.4560,-0.009953
7.4580,-0.029316
7.4600,-0.001548
7.4620,-0.002136
7.4640,-0.015599
7.4660,0.016751
7.4680,-0.020824
7.4700,-0.044741
7.4720,0.043661
7.4740,-0.002739
7.4760,-0.034969
7.4780,0.005543
7.4800,-0.014349
7.4820,0.012099
7.4840,-0.007409
7.4860,-0.017508
7.4880,0.012050
7.4900,-0.027319
7.4920,0.008065
7.4940,0.009285
7.4960,0.002599
7.4980,-0.020103
7.5000,0.009436
7.5020,0.007230
7.5040,0.011714
7.5060,-0.000674
7.5080,-0.006044
7.5100,-0.006039
7.5120,-0.045292
7.5140,-0.018954
7.5160,-0.011187
7.5180,-0.016275
7.5200,-0.014286
7.5220,0.010195
7.5240,0.007800
7.5260,0.033221
7.5280,-0.002439
7.5300,0.005644
7.5320,0.045530
7.5340,0.031939
7.5360,-0.021062
7.5380,-0.003230
7.5400,0.016809
7.5420,-0.001492
7.5440,-0.016772
7.5460,-0.008540
7.5480,0.032418
7.5500,0.001522
7.5520,0.008899
7.5540,-0.016728
7.5560,-0.013661
7.5580,0.012948
7.5600,-0.040926
7.5620,0.037380
7.5640,-0.003329
7.5660,0.003670
7.5680,-0.013277
7.5700,-0.003273
7.5720,-0.008983
7.5740,0.033100
7.5760,-0.016150
7.5780,0.011341
7.5800,0.051281
7.5820,0.057622
7.5840,0.067381
7.5860,0.086997
7.5880,0.070048
7.5900,0.138131
7.5920,0.138524
7.5940,0.146282
7.5960,0.173841
7.5980,0.161212
7.6000,0.133040
7.6020,0.160999
7.6040,0.115651
7.6060,0.092344
7.6080,0.067496
7.6100,0.063742
7.6120,0.046007
7.6140,0.022613
7.6160,0.034914
7.6180,0.002464
7.6200,0.029082
7.6220,-0.019424
7.6240,0.006158
7.6260,0.021664
7.6280,-0.008224
7.6300,-0.013137
7.6320,-0.041680
7.6340,-0.131939
7.6360,-0.179033
7.6380,1.194212
7.6400,-0.282215
7.6420,-0.218444
7.6440,-0.117464
7.6460,-0.025235
7.6480,0.036429
7.6500,0.005086
7.6520,0.008078
7.6540,0.013577
7.6560,0.028043
7.6580,-0.006739
7.6600,-0.002056
7.6620,-0.002504
7.6640,-0.023655
7.6660,0.020760
7.6680,-0.003779
7.6700,-0.017752
7.6720,0.011706
7.6740,0.013392
7.6760,0.015261
7.6780,0.080632
7.6800,0.091062
7.6820,0.091685
7.6840,0.089623
7.6860,0.143672
7.6880,0.164310
7.6900,0.183643
7.6920,0.198912
7.6940,0.180771
7.6960,0.254226
7.6980,0.209421
7.7000,0.254941
7.7020,0.247261
7.7040,0.265521
7.7060,0.259325
7.7080,0.306263
7.7100,0.299298
7.7120,0.300208
7.7140,0.276260
7.7160,0.301410
7.7180,0.266490
7.7200,0.245274
7.7220,0.195516
7.7240,0.178896
7.7260,0.197849
7.7280,0.122336
7.7300,0.095408
7.7320,0.093167
7.7340,0.061323
7.7360,0.093252
7.7380,-0.004755
7.7400,-0.000511
7.7420,-0.000029
7.7440,-0.003932
7.7460,-0.024198
7.7480,-0.002961
7.7500,0.004705
7.7520,0.004188
7.7540,0.008824
7.7560,0.009889
7.7580,-0.000042
7.7600,0.020804
7.7620,-0.011156
7.7640,-0.024014
7.7660,0.013739
7.7680,-0.007953
7.7700,-0.016284
7.7720,-0.010514
7.7740,-0.027077
7.7760,0.002439
7.7780,0.008166
7.7800,0.020122
7.7820,-0.022468
7.7840,-0.004078
7.7860,0.006551
7.7880,-0.019264
7.7900,0.000861
7.7920,-0.034458
7.7940,-0.016954
7.7960,-0.019670
7.7980,-0.000839
7.8000,-0.011947
7.8020,-0.001162
7.8040,0.011332
7.8060,-0.017894
7.8080,0.003503
7.8100,-0.023052
7.8120,0.036621
7.8140,0.012048
7.8160,0.000754
7.8180,0.007074
7.8200,-0.021686
7.8220,0.028842
7.8240,0.020957
7.8260,0.009568
7.8280,-0.002662
7.8300,-0.002557
7.8320,0.003834
7.8340,-0.004012
7.8360,-0.043742
7.8380,-0.005650
7.8400,0.018446
7.8420,0.003447
7.8440,-0.005741
7.8460,-0.005561
7.8480,0.046587
7.8500,-0.019368
7.8520,0.044369
7.8540,0.013519
7.8560,0.009633
7.8580,-0.018540
7.8600,-0.001273
7.8620,-0.009343
7.8640,-0.018936
7.8660,-0.023568
7.8680,-0.041079
7.8700,0.007451
7.8720,0.016437
7.8740,-0.021440
7.8760,-0.038409
7.8780,-0.000587
7.8800,-0.023277
7.8820,-0.015372
7.8840,-0.004015
7.8860,0.029149
7.8880,0.032580
7.8900,-0.027104
7.8920,-0.028307
7.8940,-0.036098
7.8960,-0.012199
7.8980,0.006431
7.9000,0.051069
7.9020,-0.017739
7.9040,0.007381
7.9060,0.036150
7.9080,0.005879
7.9100,-0.010492
7.9120,-0.007360
7.9140,0.000791
7.9160,0.021120
7.9180,0.022427
7.9200,-0.006560
7.9220,0.000326
7.9240,0.017287
7.9260,0.020653
7.9280,-0.041678
7.9300,-0.008061
7.9320,-0.002517
7.9340,0.005475
7.9360,0.020568
7.9380,0.029180
7.9400,-0.006291
7.9420,-0.030204
7.9440,0.020892
7.9460,-0.030472
7.9480,-0.013021
7.9500,0.043783
7.9520,-0.002424
7.9540,-0.008976
7.9560,-0.000319
7.9580,-0.006229
7.9600,0.023983
7.9620,-0.001365
7.9640,-0.000685
7.9660,-0.001482
7.9680,-0.008931
7.9700,-0.008817
7.9720,-0.018895
7.9740,0.008091
7.9760,0.017111
7.9780,-0.028499
7.9800,-0.008831
7.9820,-0.011729
7.9840,0.000759
7.9860,-0.028915
7.9880,0.006784
7.9900,-0.003282
7.9920,0.006035
7.9940,-0.000891
7.9960,-0.005697
7.9980,0.021535
8.0000,0.024864
8.0020,-0.023254
8.0040,-0.000149
8.0060,-0.022156
8.0080,0.028556
8.0100,-0.011585
8.0120,0.023818
8.0140,-0.020550
8.0160,-0.008544
8.0180,-0.009539
8.0200,-0.024484
8.0220,0.012419
8.0240,-0.002543
8.0260,-0.050781
8.0280,0.023318
8.0300,0.024184
8.0320,0.009456
8.0340,0.016739
8.0360,0.015333
8.0380,-0.009251
8.0400,-0.003931
8.0420,-0.017569
8.0440,0.022863
8.0460,-0.016660
8.0480,0.013219
8.0500,0.002748
8.0520,0.004549
8.0540,0.005389
8.0560,0.009056
8.0580,0.008395
8.0600,-0.003173
8.0620,-0.003747
8.0640,-0.007934
8.0660,0.006901
8.0680,-0.007764
8.0700,-0.005852
8.0720,0.001961
8.0740,0.011669
8.0760,-0.018794
8.0780,-0.024538
8.0800,-0.018415
8.0820,0.004874
8.0840,-0.035669
8.0860,0.017535
8.0880,0.014484
8.0900,-0.020328
8.0920,0.011344
8.0940,-0.023122
8.0960,0.024927
8.0980,0.018464
8.1000,-0.008013
8.1020,0.018427
8.1040,0.014687
8.1060,-0.002123
8.1080,0.013969
8.1100,0.015845
8.1120,0.002053
8.1140,-0.039426
8.1160,0.027742
8.1180,-0.013388
8.1200,-0.014996
8.1220,-0.008322
8.1240,-0.016138
8.1260,-0.026281
8.1280,-0.019266
8.1300,0.019710
8.1320,0.036871
8.1340,-0.010232
8.1360,-0.003719
8.1380,-0.019453
8.1400,0.019705
8.1420,-0.011478
8.1440,-0.003054
8.1460,-0.001267
8.1480,-0.039451
8.1500,0.002617
8.1520,-0.024617
8.1540,-0.008542
8.1560,0.011163
8.1580,-0.004307
8.1600,0.015335
8.1620,0.013614
8.1640,0.015944
8.1660,0.019627
8.1680,-0.040857
8.1700,-0.016730
8.1720,-0.005602
8.1740,-0.017471
8.1760,-0.004301
8.1780,-0.017288
8.1800,0.004540
8.1820,-0.012659
8.1840,0.000101
8.1860,-0.043205
8.1880,-0.033177
8.1900,0.011642
8.1920,-0.016562
8.1940,0.036103
8.1960,-0.013896
8.1980,0.013278
8.2000,-0.063856
8.2020,0.002387
8.2040,0.015729
8.2060,0.016327
8.2080,-0.034202
8.2100,-0.006610
8.2120,0.016092
8.2140,0.002982
8.2160,0.005020
8.2180,0.051587
8.2200,0.064519
8.2220,0.058951
8.2240,0.065331
8.2260,0.061452
8.2280,0.098314
8.2300,0.104989
8.2320,0.112523
8.2340,0.112149
8.2360,0.135160
8.2380,0.165612
8.2400,0.140797
8.2420,0.157842
8.2440,0.115757
8.2460,0.111926
8.2480,0.081869
8.2500,0.066580
8.2520,0.032579
8.2540,0.027566
8.2560,0.008735
8.2580,0.017831
8.2600,-0.009723
8.2620,-0.019819
8.2640,0.031598
8.2660,0.002921
8.2680,-0.017599
8.2700,-0.063358
8.2720,-0.113351
8.2740,-0.140577
8.2760,1.219960
8.2780,-0.290914
8.2800,-0.194861
8.2820,-0.095743
8.2840,-0.048774
8.2860,-0.052328
8.2880,-0.046058
8.2900,0.032770
8.2920,-0.004957
8.2940,0.009313
8.2960,0.025752
8.2980,-0.021690
8.3000,0.015445
8.3020,-0.009254
8.3040,0.001493
8.3060,0.009605
8.3080,0.006861
8.3100,0.007697
8.3120,-0.041124
8.3140,-0.017840
8.3160,0.041699
8.3180,0.089295
8.3200,0.110540
8.3220,0.092513
8.3240,0.086039
8.3260,0.152235
8.3280,0.133193
8.3300,0.193306
8.3320,0.168821
8.3340,0.204146
8.3360,0.265404
8.3380,0.262274
8.3400,0.253102
8.3420,0.295593
8.3440,0.283983
8.3460,0.289638
8.3480,0.309890
8.3500,0.256562
8.3520,0.275744
8.3540,0.275131
8.3560,0.234476
8.3580,0.226689
8.3600,0.179731
8.3620,0.153170
8.3640,0.163654
8.3660,0.141589
8.3680,0.112796
8.3700,0.096065
8.3720,0.076570
8.3740,0.036076
8.3760,-0.023088
8.3780,-0.011981
8.3800,-0.028735
8.3820,-0.006474
8.3840,-0.010403
8.3860,0.051545
8.3880,-0.013112
8.3900,0.010168
8.3920,-0.006806
8.3940,-0.000656
8.3960,-0.014017
8.3980,-0.002168
8.4000,0.023251
8.4020,-0.036124
8.4040,0.011478
8.4060,0.024351
8.4080,-0.021722
8.4100,0.017900
8.4120,0.043737
8.4140,-0.019450
8.4160,-0.001755
8.4180,0.002618
8.4200,0.008870
8.4220,0.021016
8.4240,-0.000791
8.4260,0.041524
8.4280,-0.006951
8.4300,0.004776
8.4320,0.021770
8.4340,0.017432
8.4360,-0.025404
8.4380,-0.007476
8.4400,-0.002442
8.4420,-0.004646
8.4440,-0.017160
8.4460,-0.035409
8.4480,0.008489
8.4500,0.010694
8.4520,0.048735
8.4540,-0.008296
8.4560,0.010822
8.4580,0.038042
8.4600,-0.012593
8.4620,-0.026323
8.4640,-0.009218
8.4660,-0.028563
8.4680,0.025373
8.4700,-0.012341
8.4720,0.027833
8.4740,0.042868
8.4760,-0.016728
8.4780,-0.024841
8.4800,-0.005780
8.4820,-0.004605
8.4840,0.037138
8.4860,0.012951
8.4880,-0.019997
8.4900,0.014427
8.4920,-0.024130
8.4940,-0.016705
8.4960,0.025824
8.4980,-0.006064
8.5000,-0.034016
8.5020,0.007569
8.5040,0.010246
8.5060,0.020572
8.5080,-0.002365
8.5100,0.021212
8.5120,0.008612
8.5140,0.001559
8.5160,-0.018030
8.5180,0.018720
8.5200,-0.023953
8.5220,-0.006680
8.5240,-0.003943
8.5260,0.008893
8.5280,-0.023793
8.5300,0.023842
8.5320,-0.019977
8.5340,0.000860
8.5360,0.005509
8.5380,-0.004988
8.5400,0.016980
8.5420,0.029830
8.5440,0.011201
8.5460,-0.044577
8.5480,0.017051
8.5500,-0.010235
8.5520,-0.002207
8.5540,-0.008483
8.5560,-0.029470
8.5580,-0.024672
8.5600,-0.011949
8.5620,0.025964
8.5640,0.024119
8.5660,-0.012687
8.5680,0.008281
8.5700,-0.014471
8.5720,-0.025233
8.5740,0.030174
8.5760,-0.009547
8.5780,0.026553
8.5800,-0.003915
8.5820,-0.017223
8.5840,-0.046880
8.5860,-0.028103
8.5880,-0.046964
8.5900,-0.019402
8.5920,-0.002285
8.5940,-0.006198
8.5960,0.010849
8.5980,0.011846
8.6000,-0.026030
8.6020,-0.026232
8.6040,-0.004354
8.6060,0.004428
8.6080,0.003281
8.6100,0.040382
8.6120,-0.025001
8.6140,-0.006244
8.6160,-0.045523
8.6180,0.014699
8.6200,0.012062
8.6220,-0.015892
8.6240,0.022675
8.6260,-0.004238
8.6280,0.035845
8.6300,0.009574
8.6320,-0.014959
8.6340,0.011818
8.6360,0.001500
8.6380,-0.040406
8.6400,-0.000259
8.6420,-0.002393
8.6440,-0.008227
8.6460,0.034603
8.6480,0.026694
8.6500,-0.017129
8.6520,-0.000811
8.6540,-0.003641
8.6560,-0.003765
8.6580,0.037733
8.6600,-0.008445
8.6620,0.013088
8.6640,0.011477
8.6660,-0.017209
8.6680,0.017639
8.6700,0.013374
8.6720,0.021999
8.6740,0.037521
8.6760,0.006589
8.6780,0.012538
8.6800,0.007390
8.6820,0.004356
8.6840,-0.021564
8.6860,0.014623
8.6880,-0.007170
8.6900,0.021956
8.6920,-0.013752
8.6940,0.006289
8.6960,0.004445
8.6980,0.001366
8.7000,0.031225
8.7020,-0.036822
8.7040,-0.029619
8.7060,0.013952
8.7080,-0.002625
8.7100,-0.020701
8.7120,0.014627
8.7140,0.003431
8.7160,-0.020457
8.7180,0.021335
8.7200,-0.010600
8.7220,0.011427
8.7240,-0.037196
8.7260,0.030606
8.7280,-0.000754
8.7300,-0.026519
8.7320,0.008582
8.7340,0.021478
8.7360,-0.016564
8.7380,0.009441
8.7400,-0.004658
8.7420,-0.000496
8.7440,-0.005586
8.7460,0.029541
8.7480,-0.036053
8.7500,0.028269
8.7520,0.031580
8.7540,-0.023446
8.7560,0.019863
8.7580,-0.005562
8.7600,-0.008831
8.7620,-0.036498
8.7640,0.014565
8.7660,0.018903
8.7680,-0.003239
8.7700,-0.008590
8.7720,-0.002804
8.7740,0.020507
8.7760,-0.027440
8.7780,0.007032
8.7800,0.056938
8.7820,0.003622
8.7840,0.003853
8.7860,-0.036222
8.7880,0.028119
8.7900,-0.003512
8.7920,0.016212
8.7940,-0.001314
8.7960,0.006222
8.7980,-0.014610
8.8000,-0.002308
8.8020,-0.004729
8.8040,-0.010384
8.8060,-0.018744
8.8080,-0.000725
8.8100,0.017628
8.8120,-0.017123
8.8140,-0.008057
8.8160,-0.012423
8.8180,-0.020729
8.8200,-0.001365
8.8220,0.010658
8.8240,0.018846
8.8260,0.026254
8.8280,-0.014291
8.8300,-0.014278
8.8320,-0.025680
8.8340,-0.035917
8.8360,0.025325
8.8380,0.024425
8.8400,0.002562
8.8420,-0.024709
8.8440,0.052304
8.8460,-0.033115
8.8480,0.004068
8.8500,0.044580
8.8520,-0.000428
8.8540,0.011981
8.8560,-0.002921
8.8580,-0.018665
8.8600,0.027319
8.8620,-0.020807
8.8640,0.010754
8.8660,-0.015778
8.8680,0.008453
8.8700,-0.011057
8.8720,-0.021353
8.8740,0.010097
8.8760,0.017844
8.8780,-0.038249
8.8800,0.001866
8.8820,0.032457
8.8840,-0.063150
8.8860,-0.019224
8.8880,-0.005937
8.8900,0.020449
8.8920,0.004623
8.8940,-0.016491
8.8960,-0.013777
8.8980,-0.021512
8.9000,-0.014612
8.9020,0.005006
8.9040,0.023846
8.9060,0.054978
8.9080,0.047926
8.9100,0.083055
8.9120,0.002980
8.9140,0.111831
8.9160,0.099400
8.9180,0.105150
8.9200,0.157640
8.9220,0.117989
8.9240,0.122755
8.9260,0.127639
8.9280,0.087379
8.9300,0.143856
8.9320,0.111445
8.9340,0.081987
8.9360,0.070170
8.9380,0.054642
8.9400,0.031504
8.9420,0.029460
8.9440,-0.024690
8.9460,-0.036357
8.9480,-0.010383
8.9500,-0.023469
8.9520,0.011628
8.9540,-0.021273
8.9560,-0.007073
8.9580,-0.057379
8.9600,-0.083714
8.9620,-0.204313
8.9640,1.184878
8.9660,-0.272514
8.9680,-0.187944
8.9700,-0.123207
8.9720,-0.007702
8.9740,-0.019396
8.9760,0.022519
8.9780,0.004914
8.9800,0.009066
8.9820,0.001685
8.9840,-0.034347
8.9860,0.032779
8.9880,0.027270
8.9900,0.032317
8.9920,0.006217
8.9940,0.022582
8.9960,0.043676
8.9980,-0.024399
9.0000,0.018551
9.0020,-0.001450
9.0040,0.052851
9.0060,0.035493
9.0080,0.065882
9.0100,0.124441
9.0120,0.090973
9.0140,0.132389
9.0160,0.145932
9.0180,0.193351
9.0200,0.190474
9.0220,0.258677
9.0240,0.269717
9.0260,0.262477
9.0280,0.274594
9.0300,0.290362
9.0320,0.287925
9.0340,0.301169
9.0360,0.263486
9.0380,0.290146
9.0400,0.281584
9.0420,0.236334
9.0440,0.229181
9.0460,0.229094
9.0480,0.185922
9.0500,0.203980
9.0520,0.160680
9.0540,0.157041
9.0560,0.136381
9.0580,0.070801
9.0600,0.061594
9.0620,0.058686
9.0640,0.008146
9.0660,-0.034400
9.0680,0.020333
9.0700,-0.009943
9.0720,0.015861
9.0740,-0.052435
9.0760,0.003001
9.0780,-0.004546
9.0800,0.033595
9.0820,-0.012135
9.0840,0.024746
9.0860,0.028440
9.0880,-0.011330
9.0900,-0.028157
9.0920,-0.016682
9.0940,-0.002300
9.0960,-0.010527
9.0980,0.010276
9.1000,0.057279
9.1020,0.029788
9.1040,0.001390
9.1060,-0.034109
9.1080,-0.016118
9.1100,0.001846
9.1120,0.030989
9.1140,-0.015296
9.1160,0.016249
9.1180,-0.001344
9.1200,0.007026
9.1220,-0.001347
9.1240,0.005829
9.1260,-0.039616
9.1280,0.010662
9.1300,0.007304
9.1320,-0.004923
9.1340,0.012774
9.1360,-0.000212
9.1380,0.006056
9.1400,0.022609
9.1420,0.004010
9.1440,-0.023201
9.1460,-0.019456
9.1480,-0.013069
9.1500,-0.028218
9.1520,0.044916
9.1540,0.015448
9.1560,-0.014951
9.1580,-0.026366
9.1600,-0.022546
9.1620,-0.014807
9.1640,0.016974
9.1660,-0.061143
9.1680,0.004295
9.1700,0.011951
9.1720,0.012733
9.1740,0.024120
9.1760,0.013616
9.1780,-0.010957
9.1800,-0.002780
9.1820,-0.004732
9.1840,-0.032930
9.1860,0.004709
9.1880,-0.006344
9.1900,0.007031
9.1920,0.017186
9.1940,0.013435
9.1960,0.000286
9.1980,0.045457
9.2000,0.004546
9.2020,0.043076
9.2040,0.009106
9.2060,0.012111
9.2080,-0.028820
9.2100,0.000023
9.2120,0.042886
9.2140,0.000680
9.2160,-0.006766
9.2180,0.014703
9.2200,-0.015763
9.2220,-0.017514
9.2240,-0.013233
9.2260,-0.006662
9.2280,0.007253
9.2300,0.002347
9.2320,-0.018086
9.2340,-0.005126
9.2360,0.020997
9.2380,-0.008165
9.2400,-0.037904
9.2420,-0.007954
9.2440,-0.000475
9.2460,-0.009566
9.2480,-0.010238
9.2500,-0.017350
9.2520,0.004350
9.2540,0.015659
9.2560,-0.005022
9.2580,-0.035791
9.2600,0.008037
9.2620,-0.013155
9.2640,-0.017523
9.2660,-0.010344
9.2680,0.013900
9.2700,-0.010037
9.2720,0.027203
9.2740,-0.025065
9.2760,-0.017429
9.2780,-0.062771
9.2800,0.015412
9.2820,0.032335
9.2840,-0.035347
9.2860,-0.022765
9.2880,0.001431
9.2900,-0.024246
9.2920,-0.004290
9.2940,-0.014416
9.2960,0.016358
9.2980,0.025573
9.3000,0.005282
9.3020,0.001307
9.3040,0.030821
9.3060,-0.006153
9.3080,-0.014036
9.3100,-0.008788
9.3120,-0.027220
9.3140,-0.031670
9.3160,0.002300
9.3180,0.021416
9.3200,-0.013804
9.3220,0.009725
9.3240,0.005244
9.3260,0.006299
9.3280,0.029262
9.3300,0.001459
9.3320,0.028254
9.3340,-0.018769
9.3360,-0.018745
9.3380,0.013173
9.3400,0.014874
9.3420,-0.013559
9.3440,0.030644
9.3460,0.003291
9.3480,-0.003405
9.3500,-0.013563
9.3520,-0.032775
9.3540,-0.056471
9.3560,0.039043
9.3580,0.012962
9.3600,0.032505
9.3620,0.020865
9.3640,-0.005155
9.3660,-0.000950
9.3680,0.022717
9.3700,-0.002226
9.3720,0.002303
9.3740,0.020490
9.3760,-0.025142
9.3780,-0.025102
9.3800,0.020860
9.3820,-0.001567
9.3840,-0.013609
9.3860,0.017700
9.3880,-0.000309
9.3900,-0.009847
9.3920,0.013630
9.3940,0.048004
9.3960,-0.021963
9.3980,-0.002737
9.4000,0.014764
9.4020,0.028390
9.4040,0.003642
9.4060,0.006817
9.4080,0.024130
9.4100,0.012898
9.4120,-0.000082
9.4140,0.008198
9.4160,-0.022445
9.4180,-0.010162
9.4200,-0.006611
9.4220,-0.037872
9.4240,0.001404
9.4260,-0.003581
9.4280,-0.025021
9.4300,0.028779
9.4320,0.030835
9.4340,0.024795
9.4360,-0.048743
9.4380,0.001650
9.4400,0.006026
9.4420,0.011624
9.4440,0.022954
9.4460,-0.000938
9.4480,0.026705
9.4500,0.028317
9.4520,0.003396
9.4540,-0.018176
9.4560,0.015880
9.4580,0.024450
9.4600,-0.007502
9.4620,0.005012
9.4640,-0.002460
9.4660,-0.007614
9.4680,-0.017470
9.4700,-0.017461
9.4720,0.007526
9.4740,0.010674
9.4760,-0.014082
9.4780,0.001893
9.4800,0.003792
9.4820,-0.007985
9.4840,-0.014846
9.4860,-0.005307
9.4880,0.003012
9.4900,-0.026270
9.4920,-0.012669
9.4940,-0.017626
9.4960,0.010870
9.4980,-0.000329
9.5000,0.025999
9.5020,0.004378
9.5040,-0.006038
9.5060,-0.007297
9.5080,0.001407
9.5100,-0.022010
9.5120,-0.006661
9.5140,0.001381
9.5160,0.001240
9.5180,-0.035199
9.5200,0.010079
9.5220,0.012075
9.5240,0.017391
9.5260,-0.009866
9.5280,0.021548
9.5300,0.004131
9.5320,-0.030881
9.5340,-0.012295
9.5360,-0.030193
9.5380,0.022500
9.5400,-0.010811
9.5420,0.011340
9.5440,-0.029298
9.5460,-0.005918
9.5480,0.011203
9.5500,-0.009948
9.5520,0.030365
9.5540,0.000152
9.5560,-0.031097
9.5580,0.007908
9.5600,0.017840
9.5620,-0.007745
9.5640,0.007914
9.5660,-0.002112
9.5680,-0.013610
9.5700,0.005893
9.5720,-0.014134
9.5740,0.004059
9.5760,-0.003902
9.5780,-0.004789
9.5800,0.028031
9.5820,0.019003
9.5840,0.008736
9.5860,-0.015313
9.5880,0.026081
9.5900,0.012875
9.5920,-0.005717
9.5940,0.017804
9.5960,-0.024961
9.5980,-0.015565
9.6000,0.006246
9.6020,0.000647
9.6040,0.005212
9.6060,-0.015758
9.6080,0.007379
9.6100,-0.031316
9.6120,0.001078
9.6140,-0.016306
9.6160,-0.013515
9.6180,0.031002
9.6200,-0.012859
9.6220,-0.004875
9.6240,0.001089
9.6260,0.035439
9.6280,0.049008
9.6300,0.046183
9.6320,0.055569
9.6340,0.101696
9.6360,0.102635
9.6380,0.113616
9.6400,0.181450
9.6420,0.118423
9.6440,0.139415
9.6460,0.148642
9.6480,0.145115
9.6500,0.139510
9.6520,0.116260
9.6540,0.054086
9.6560,0.080681
9.6580,0.005872
9.6600,0.041962
9.6620,0.025723
9.6640,0.023712
9.6660,0.020568
9.6680,0.009750
9.6700,-0.002647
9.6720,0.012954
9.6740,-0.027753
9.6760,-0.024705
9.6780,-0.048107
9.6800,-0.102731
9.6820,-0.214248
9.6840,1.234731
9.6860,-0.289302
9.6880,-0.204731
9.6900,-0.113095
9.6920,-0.058209
9.6940,0.008966
9.6960,0.012962
9.6980,-0.030148
9.7000,-0.011216
9.7020,0.003921
9.7040,0.005342
9.7060,0.002835
9.7080,-0.014632
9.7100,0.018610
9.7120,0.017070
9.7140,0.017275
9.7160,0.031665
9.7180,-0.000477
